CountyFIPS,CountyName,StateAbbr,CASTHMA_AdjPrev,CASTHMA_Category,pred_wght_pm25,pred_wght_no2,pred_wght_o3,pred_wght_so2,CSMOKING_AdjPrev,Geolocation
55083,Oconto,WI,9.7,Medium,5.7170086529165465,2.5637115360770752,37.923894307427084,0.688197694383529,18.9,POINT (-88.26927423 45.02619293)
47121,Meigs,TN,10.2,Medium,6.185597294095088,1.9319667977439112,42.22585520863682,0.5467410433241081,26.2,POINT (-84.81234114 35.51284264)
36009,Cattaraugus,NY,10.9,High,6.052830831571676,2.7689159966467862,41.148034471590805,0.9927103216069866,22.0,POINT (-78.67909447 42.24843699)
51163,Rockbridge,VA,9.9,Medium,5.595557977212484,3.6514306106064787,38.8499315438041,0.6855822175043923,20.3,POINT (-79.44804287 37.8147296)
20093,Kearny,KS,9.7,Medium,6.507133238929058,3.627944745482584,47.1067197494469,1.0001930771454646,19.2,POINT (-101.320382 38.00021872)
12077,Liberty,FL,9.3,Low,6.582223720454119,1.3338917776534815,34.44244628476002,0.4813233143192848,25.6,POINT (-84.88270861 30.24124181)
23029,Washington,ME,11.5,High,3.4537367218857127,1.1518212842360744,33.67532496210682,0.6312252365769048,23.1,POINT (-67.62918649 45.03164485)
38005,Benson,ND,11.0,High,5.737741606971624,2.1930518003828405,37.143394887593864,0.9266594903532006,28.9,POINT (-99.36580554 48.06931631)
47077,Henderson,TN,10.4,High,6.534069893126652,2.274883436342432,41.056106960080854,0.6662548482359795,27.3,POINT (-88.38815684 35.65430883)
39167,Washington,OH,10.6,High,7.305493803173725,3.51192360425808,40.93932071837872,1.2031195817954805,23.5,POINT (-81.49540586 39.45532475)
06021,Glenn,CA,9.4,Medium,9.137322938567081,3.718860494460195,46.36217334456887,0.73701865972255,15.2,POINT (-122.3909024 39.59823808)
28123,Scott,MS,10.6,High,6.929668287635503,2.186356531598042,36.087796101826264,0.5354250582181099,24.2,POINT (-89.53745979 32.40637923)
21133,Letcher,KY,11.5,High,5.2005588245374925,1.8778099516469393,39.59094000586566,1.525658787222677,31.7,POINT (-82.85566076 37.1208409)
22039,Evangeline,LA,10.6,High,7.94934211823139,3.164399902121737,36.817541782229085,0.6876779494299843,28.2,POINT (-92.40542605 30.72905002)
54103,Wetzel,WV,11.2,High,7.0015253137947715,2.586135269167329,40.698779312189345,1.47209918857947,27.2,POINT (-80.63893138 39.60570018)
20123,Mitchell,KS,9.6,Medium,6.792356101734039,3.377007998922567,42.51291158371209,0.9747781859306445,19.0,POINT (-98.20901008 39.39335175)
48445,Terry,TX,8.5,Low,6.8558894938328825,3.6759358528065422,50.49048190844017,0.9457666168181721,19.9,POINT (-102.3354694 33.17399878)
48097,Cooke,TX,8.6,Low,7.333052856162278,3.9507380126743255,46.621461354760676,0.6920184565138179,18.2,POINT (-97.21313807 33.63888334)
45081,Saluda,SC,9.8,Medium,6.859247520573573,1.7305026262514864,39.7909544438649,0.3042253764779285,21.1,POINT (-81.72705726 34.00607478)
13315,Wilcox,GA,9.6,Medium,7.14314508900648,1.8300078403124436,37.391860888880096,0.545951292715609,25.1,POINT (-83.43199201 31.97263162)
13149,Heard,GA,9.7,Medium,6.89188176704839,1.6055328209781676,39.90982907165873,0.3856376758232383,24.2,POINT (-85.12858766 33.29706696)
05093,Mississippi,AR,11.0,High,7.353365556618045,3.592621826034095,43.56578657641983,0.9797075143163031,25.4,POINT (-90.05430128 35.76390932)
48361,Orange,TX,9.0,Low,7.130557983700928,2.702378819488308,35.00182350249017,0.7101435133344731,21.4,POINT (-93.89432443 30.12044837)
29125,Maries,MO,10.3,High,6.646067199732154,1.8197872914343967,42.09682995134543,0.7888788127237757,24.4,POINT (-91.92471567 38.16170921)
46119,Sully,SD,8.4,Low,5.328630447281427,2.578592768676609,41.27368827689388,0.8814775312047338,17.2,POINT (-100.1320107 44.71549791)
37065,Edgecombe,NC,11.2,High,6.647864170055705,3.6601084182572436,41.04539386715004,0.556281878954187,24.6,POINT (-77.59721462 35.91279171)
19057,Des Moines,IA,9.1,Low,7.858128317690792,4.262610881861828,41.56861577462269,0.8306066692721302,20.0,POINT (-91.18142012 40.92304427)
48337,Montague,TX,9.1,Low,6.580598203718012,3.720665121144067,46.145999184444065,0.5765070952261414,20.9,POINT (-97.72442966 33.67548136)
20029,Cloud,KS,9.7,Medium,6.749766004120542,3.388528793367481,42.021018055620175,0.9361867981598784,19.0,POINT (-97.64917658 39.48030351)
16017,Bonner,ID,10.2,Medium,6.537912702777317,1.657428109968339,37.072229252550436,0.687021196002466,18.5,POINT (-116.6012435 48.2999159)
55103,Richland,WI,9.9,Medium,6.3589258620983315,2.1694312793607793,38.90177664984832,0.7706182584001035,19.5,POINT (-90.42983127 43.37624672)
35009,Curry,NM,9.3,Low,6.229119307625062,3.9884293150874313,50.937376874306665,0.76787067884437,17.4,POINT (-103.3469325 34.57401717)
48381,Randall,TX,8.0,Low,6.661391773484425,6.886493402710047,48.98964007319563,0.8143388296966148,14.8,POINT (-101.8971322 34.96585996)
17087,Johnson,IL,9.4,Medium,8.048016088611385,3.330291435444243,43.30886720368506,0.7862805455411109,21.1,POINT (-88.88074172 37.45952508)
19129,Mills,IA,8.3,Low,6.769608144137059,3.67622651640605,39.758856264159455,0.9303717929975467,18.1,POINT (-95.62137337 41.03345537)
37005,Alleghany,NC,9.9,Medium,4.655529134272747,1.7165194596220437,42.980061770870215,0.2035484191402943,23.7,POINT (-81.12768021 36.4912061)
27131,Rice,MN,8.5,Low,6.5927082321539645,3.36317102407745,37.886469965935866,0.8372548068078518,17.3,POINT (-93.29659142 44.35431138)
51077,Grayson,VA,10.3,High,4.708314872109567,1.8578459269548169,42.6511141765549,0.3473249236722811,23.8,POINT (-81.22510188 36.65659266)
40077,Latimer,OK,11.3,High,6.907193449598203,2.097828205065784,40.351728839541714,0.8074410996374257,24.0,POINT (-95.25017821 34.87621068)
46085,Lyman,SD,9.9,Medium,5.012243686114647,2.9718064324546094,41.981873190955724,0.8052369073927655,24.3,POINT (-99.84765134 43.8969215)
21189,Owsley,KY,11.2,High,5.196070261863746,1.4897058076995053,39.66590440301268,0.8464875576399568,30.6,POINT (-83.68224122 37.4186437)
29063,DeKalb,MO,9.3,Low,7.704800848495894,3.3509522870912996,43.23731969841185,0.5607234627032306,24.1,POINT (-94.4045802 39.89286002)
06007,Butte,CA,9.9,Medium,9.058182852354895,3.9310477521684626,49.55941755845445,0.8252400255820284,14.6,POINT (-121.5995887 39.6668772)
01041,Crenshaw,AL,10.4,High,6.6092421769057355,1.4275142923896373,36.64990876869382,0.44262328835153286,24.0,POINT (-86.31327649 31.73171737)
22069,Natchitoches,LA,10.8,High,7.750233359470101,3.2654849422546484,36.98622385936635,0.7097870183659577,24.3,POINT (-93.09633842 31.72361061)
26033,Chippewa,MI,11.1,High,4.640165029575351,3.1015861577841854,35.45423481273189,0.8283125797107118,24.3,POINT (-84.56373849 46.30085036)
39013,Belmont,OH,10.1,Medium,7.697508129433868,4.381116482055233,42.218548284466515,0.8552151982703106,25.8,POINT (-80.98869645 40.01593685)
48059,Callahan,TX,8.8,Low,6.007712510725831,3.151353762516545,45.60624938600188,1.0827220203614218,19.1,POINT (-99.37326312 32.29760619)
27011,Big Stone,MN,9.2,Low,5.986306599121941,2.586745841984422,39.14919802107465,0.8502768832586325,21.0,POINT (-96.41126194 45.42653775)
31101,Keith,NE,8.2,Low,5.7104150064749035,4.426226002797182,45.89104267735593,1.0835673719576968,17.7,POINT (-101.6614192 41.19905933)
13071,Colquitt,GA,9.9,Medium,7.365227056758097,2.0647920181561634,36.03150600536373,0.5741290444129795,23.3,POINT (-83.76874953 31.18826336)
19163,Scott,IA,8.7,Low,8.033339888033412,5.6965431374963265,41.13868421729831,0.4807759019104865,18.0,POINT (-90.62325526 41.63679024)
37001,Alamance,NC,9.8,Medium,7.153718754761367,4.074554966889509,43.457698646488645,0.5407331857571668,19.4,POINT (-79.39878064 36.0436101)
48489,Willacy,TX,8.3,Low,8.52501239016121,4.0008861074447815,30.39887709717189,0.9228285146085908,19.7,POINT (-97.66783747 26.47087999)
28157,Wilkinson,MS,11.6,High,6.440965753001264,1.5096488862540516,35.9775382585309,0.6762008432297758,26.8,POINT (-91.31051663 31.1607805)
01093,Marion,AL,10.1,Medium,6.9441752154260685,2.1160215750260147,38.186765023511846,0.6147649109674286,24.3,POINT (-87.88740512 34.13691691)
30023,Deer Lodge,MT,10.0,Medium,7.158932139934904,3.937227034614058,44.63720201963366,1.2295279818864338,21.9,POINT (-113.067258 46.06092383)
20163,Rooks,KS,9.7,Medium,6.438789268034907,3.342361291242174,43.32369776400302,1.0640260216141852,18.9,POINT (-99.32487043 39.3502188)
46025,Clark,SD,8.6,Low,5.516157590017205,2.0693636406688936,40.779320564198436,0.8231106628170023,18.8,POINT (-97.72950119 44.85846097)
17023,Clark,IL,9.4,Medium,8.176319240768768,4.178352488636167,43.60734588008011,0.9046531826629617,20.2,POINT (-87.7876984 39.333655)
27067,Kandiyohi,MN,9.0,Low,6.430827488551351,3.128526199261872,38.62276367769302,0.8416070498804039,17.9,POINT (-95.00479942 45.15240911)
29179,Reynolds,MO,10.6,High,5.2081825598145635,1.285723237960999,42.03839537730727,0.8174159994594686,26.3,POINT (-90.96918266 37.36251478)
21041,Carroll,KY,10.6,High,7.554287971774907,3.6477226129784555,43.53414921308252,0.7605290113368207,27.9,POINT (-85.12361122 38.6677304)
08079,Mineral,CO,9.2,Low,3.3814329019659795,2.257435656701592,50.972907116987166,0.7926661264178386,13.4,POINT (-106.924145 37.66845124)
18147,Spencer,IN,9.7,Medium,7.568342025664745,2.968692495935477,43.39245743537044,0.8646211139080906,22.2,POINT (-87.00810471 38.01412885)
31175,Valley,NE,8.2,Low,5.574613435618474,2.5787539853748105,42.00238584258454,1.016391678752284,16.6,POINT (-98.98208911 41.56719494)
27169,Winona,MN,9.2,Low,6.38964050687071,3.841532940897968,37.45440285690639,0.8911714163481946,18.2,POINT (-91.77932306 43.98681424)
19185,Wayne,IA,9.3,Low,7.467543586194787,2.462983334756032,41.02743830936586,0.6089824608277596,22.1,POINT (-93.32747414 40.73964909)
55075,Marinette,WI,10.0,Medium,5.358049085766258,2.1660741172141473,36.78697371744588,0.8314963357607844,20.4,POINT (-88.03335097 45.38267641)
13061,Clay,GA,12.1,High,6.472804889972441,1.3574643899761591,36.37767036929129,0.3540395554672608,28.1,POINT (-84.97943709 31.62647612)
22005,Ascension,LA,8.8,Low,8.306775092432359,5.037325335073468,36.87978121962512,0.7454694355224207,19.1,POINT (-90.91168999 30.20328126)
48225,Houston,TX,9.4,Medium,8.066761839495,2.225045222708593,38.90778547548512,0.5383403873572005,23.8,POINT (-95.42274183 31.31754486)
51650,Hampton,VA,10.3,High,6.646681084602322,5.197059233017466,41.062817332631404,0.8753224263700362,19.1,POINT (-76.363309 37.05538624)
12011,Broward,FL,7.8,Low,6.750987638395117,6.165000203350864,30.000597087813485,0.4588121234701978,14.9,POINT (-80.48727073 26.15211451)
37083,Halifax,NC,11.4,High,6.508790988127616,2.9612570589365217,40.46164906354375,0.5938378947792481,26.2,POINT (-77.65213264 36.25738801)
05083,Logan,AR,10.1,Medium,7.981953273719424,2.096843597128601,39.66131743465945,0.5697008838033238,23.8,POINT (-93.71636811 35.21566114)
29171,Putnam,MO,10.2,Medium,7.578288468245474,2.3736401059423606,41.09735795669022,0.6069298622304823,23.3,POINT (-93.01616732 40.47917801)
54045,Logan,WV,11.8,High,5.49635700792393,2.7626945549684976,39.62175833956962,1.570895784274315,28.7,POINT (-81.93590661 37.83165194)
47185,White,TN,10.4,High,6.751855275576222,2.966630239507623,40.96622703869408,0.6241422970408318,26.4,POINT (-85.45549182 35.92648768)
48415,Scurry,TX,8.2,Low,7.262935034193379,3.162512779582292,47.49381637603239,1.1065345400935034,18.8,POINT (-100.9162664 32.74613808)
06085,Santa Clara,CA,7.2,Low,9.704691839908868,9.581559254019842,38.597857032057554,0.4710783782130581,8.7,POINT (-121.6961445 37.23263642)
40055,Greer,OK,9.8,Medium,6.452507071815013,3.013331151827344,48.016310540750716,1.2661782047311743,22.3,POINT (-99.56180732 34.93525274)
38069,Pierce,ND,9.0,Low,6.16097759759909,2.8844318234985153,37.65264766368688,0.9371375680881942,19.8,POINT (-99.97179813 48.24955607)
30087,Rosebud,MT,10.8,High,4.796967095106074,2.9051464600081545,43.23984804161447,0.8640291059826982,23.0,POINT (-106.7311046 46.23004715)
08089,Otero,CO,9.5,Medium,5.8135072615297245,3.3683872400188744,49.305862950970514,1.340225216326581,17.3,POINT (-103.7167076 37.9024143)
33019,Sullivan,NH,10.5,High,4.056322775485383,2.3345355088190485,33.991368788092494,0.3466170310648003,19.4,POINT (-72.22243768 43.36150987)
13125,Glascock,GA,10.0,Medium,6.197701447355894,1.3396401507800713,39.062195083291755,0.4848935460321166,24.7,POINT (-82.61046235 33.22883042)
42115,Susquehanna,PA,10.4,High,4.996903902178983,2.682833684598259,37.547770051855245,0.687978320890573,22.4,POINT (-75.80090451 41.82127676)
35037,Quay,NM,9.1,Low,5.509247748443904,4.20625250328487,50.99491381090638,1.2076601378824405,17.4,POINT (-103.54971 35.10438193)
29023,Butler,MO,11.0,High,6.620176814468375,3.7301535751396506,42.71557159546677,0.9250440005079185,26.6,POINT (-90.40656196 36.71640993)
01115,St. Clair,AL,9.9,Medium,7.401912510264317,2.8731569959172862,40.831079924033624,0.7974568094977984,23.1,POINT (-86.3149495 33.71565784)
53073,Whatcom,WA,10.1,Medium,6.304469342540824,3.7226469092399355,31.13884400126914,0.945393851276299,15.5,POINT (-121.7222202 48.82572308)
10001,Kent,DE,11.2,High,6.511312289777195,4.455759692916203,43.418921948039575,0.4827815803869741,18.9,POINT (-75.56840742 39.08669553)
27097,Morrison,MN,9.4,Medium,6.012108976179291,2.1338676332999396,36.72232483606151,0.8155745570228419,19.4,POINT (-94.26798893 46.01219146)
37147,Pitt,NC,10.2,Medium,6.804620868302378,4.14897916085221,41.30804204650804,0.6095881370649153,19.2,POINT (-77.37411753 35.59302266)
36095,Schoharie,NY,10.7,High,4.788265338458611,2.83260368177548,37.05873610844801,0.4039282477797032,19.3,POINT (-74.4418085 42.58807552)
51067,Franklin,VA,9.8,Medium,5.679935084248221,2.508972049188111,41.628533738676026,0.636729124130157,20.8,POINT (-79.88053102 36.99190916)
46055,Haakon,SD,9.0,Low,4.397773856515291,2.2540286983106412,41.88256614825901,1.1521778483853653,21.0,POINT (-101.5394039 44.29483362)
48021,Bastrop,TX,8.3,Low,7.084598026008969,2.1994184997453607,39.666687561548336,0.6581330968151546,16.8,POINT (-97.31203865 30.10373131)
21215,Spencer,KY,9.5,Medium,6.930115915649267,2.5449026037055074,43.71055551391373,0.28907264003151767,22.1,POINT (-85.32796867 38.0328322)
08033,Dolores,CO,9.7,Medium,2.990046544933332,2.598290957862819,49.47367538684608,0.3474533652823631,17.5,POINT (-108.5172417 37.75186746)
26003,Alger,MI,10.6,High,3.8858708643956903,1.4264727401477153,35.085120939920074,0.839164051139511,22.4,POINT (-86.60408109 46.40902031)
36039,Greene,NY,10.4,High,4.50929246190231,2.6227486236894744,36.96388253385988,0.5056198348876547,19.8,POINT (-74.12249838 42.27669675)
01059,Franklin,AL,9.5,Medium,7.5557798727711765,1.8373908609860148,38.56293941438761,0.691852244343539,22.8,POINT (-87.843283 34.44238135)
51019,Bedford,VA,9.2,Low,6.024366542376679,3.3308516323824366,40.088423371860365,0.6693276053927638,17.7,POINT (-79.52371081 37.31499637)
47057,Grainger,TN,10.3,High,6.2865214999063825,1.9709832328479253,42.47229713265771,0.7732137858655634,26.6,POINT (-83.509779 36.27686353)
38035,Grand Forks,ND,8.7,Low,6.742408061012132,5.084880746624017,35.632536567758194,0.8137576672087775,15.9,POINT (-97.45708074 47.92166578)
40095,Marshall,OK,10.5,High,7.027750053304133,2.606470613952176,45.271138934871864,0.8240328666386839,21.9,POINT (-96.76944799 34.02471503)
41029,Jackson,OR,10.4,High,10.52754639295107,4.3969731962671466,38.23921703847038,0.819696438681215,17.8,POINT (-122.7283241 42.43210974)
06061,Placer,CA,8.6,Low,8.285194951627242,4.208277888106722,52.016403117505924,0.722856081158274,11.0,POINT (-120.7171226 39.06343593)
29013,Bates,MO,10.3,High,8.33528031643792,2.481329583160305,42.307095168150695,0.760208659523855,23.7,POINT (-94.34032562 38.25737791)
51820,Waynesboro,VA,10.0,Medium,7.068094853558648,5.5635613860012585,39.54770561308518,0.7276730239366337,19.9,POINT (-78.90117886 38.06269846)
41059,Umatilla,OR,10.3,High,7.77090456413417,4.277517468496312,39.733651319497895,0.9491477229196233,17.9,POINT (-118.7368824 45.59168862)
28029,Copiah,MS,10.7,High,6.854543926428737,2.3091724731707957,36.612387747470855,0.6670261949604849,21.8,POINT (-90.44843594 31.86928664)
13179,Liberty,GA,9.9,Medium,6.796070323565105,2.250987705843197,36.1588856471057,0.652855803612734,21.6,POINT (-81.49425872 31.82747904)
20073,Greenwood,KS,9.8,Medium,7.325976176442825,2.723223525912845,42.4820524984649,0.9817194986578933,20.1,POINT (-96.23240039 37.87746567)
48187,Guadalupe,TX,7.8,Low,7.68849704590837,3.7917701255107965,39.94651482281606,0.7227702485479656,14.6,POINT (-97.94852087 29.58309203)
37113,Macon,NC,9.2,Low,5.355574493093298,1.6330166281222944,38.04903655129763,0.4955499444063752,20.2,POINT (-83.42316855 35.1504374)
13215,Muscogee,GA,9.8,Medium,8.681044652318127,5.930269984378719,38.288837319427934,0.536445913011558,20.7,POINT (-84.87648706 32.51010604)
05107,Phillips,AR,12.1,High,7.49990642557285,2.4347349855268434,40.012628584697566,1.213675836084693,25.8,POINT (-90.84788141 34.42859172)
28129,Smith,MS,10.4,High,6.10199977544865,1.3042180990373915,36.383636390236525,0.4219516648914872,22.3,POINT (-89.50652155 32.01777901)
26143,Roscommon,MI,11.2,High,4.952283472804164,2.4417366274137735,38.94747005254158,0.43401686075873364,22.9,POINT (-84.611656 44.33555536)
18119,Owen,IN,10.7,High,7.285249452179745,2.3040201924409893,42.064897687030346,1.1027489574277547,24.4,POINT (-86.83767189 39.31265802)
31021,Burt,NE,8.5,Low,6.624220068424752,3.2132389971262634,40.56616789104502,0.8982141508938976,18.4,POINT (-96.32857388 41.85154682)
49035,Salt Lake,UT,10.4,High,7.616698220217302,10.869728427635529,53.5403701919534,0.7714863654645255,9.3,POINT (-111.9243091 40.66720198)
45017,Calhoun,SC,10.3,High,6.550537445233066,2.3820479477514054,37.43767220298202,0.5087816061327847,20.0,POINT (-80.78010777 33.67449063)
31121,Merrick,NE,8.4,Low,6.008586798683676,2.9980632508132374,41.0558620450664,0.9624675283131294,17.0,POINT (-98.03781431 41.16970477)
38075,Renville,ND,8.5,Low,6.1564792655994145,2.906636371652384,38.4956156931859,1.0306767740209206,17.3,POINT (-101.657713 48.71910505)
19001,Adair,IA,8.6,Low,6.917979484894592,3.324841228270269,40.093255551108086,0.7238243235442078,19.5,POINT (-94.47105874 41.33075609)
39125,Paulding,OH,10.0,Medium,7.816023385742423,3.2072691359726426,43.49823496121042,0.6498976167260071,23.2,POINT (-84.58017517 41.1167578)
55057,Juneau,WI,10.0,Medium,6.459396596915245,2.915586919535055,38.55877462219606,0.8174186074879346,20.7,POINT (-90.11475382 43.92352359)
35029,Luna,NM,9.3,Low,5.4484529338642504,4.373082932514735,53.16520720420809,1.2199730498639698,19.3,POINT (-107.7498659 32.18219179)
05137,Stone,AR,10.4,High,6.323072905101157,1.2840491320795087,40.6009779684407,0.7319935046555054,25.4,POINT (-92.15687671 35.86015356)
28099,Neshoba,MS,10.9,High,6.808217539303288,1.4427837506117671,35.834129872958066,0.5700333593026711,25.8,POINT (-89.11732685 32.7532893)
39095,Lucas,OH,10.8,High,8.297066502350953,8.426727159411723,41.86142179021355,0.680624900302298,23.5,POINT (-83.6559037 41.62042448)
16081,Teton,ID,8.9,Low,4.8379758591442625,1.851997711832782,46.35179015911947,0.9036426834275536,13.3,POINT (-111.2080195 43.76000399)
27119,Polk,MN,9.1,Low,6.338737202237309,3.3776354427839443,35.698252469556394,0.854064109849233,19.4,POINT (-96.40225061 47.77396408)
54009,Brooke,WV,10.4,High,7.9225196355911764,4.4110253006202855,42.37121291017982,1.5069778308561645,23.7,POINT (-80.57657078 40.27382501)
13115,Floyd,GA,9.4,Medium,7.323890978439713,2.3978124043596876,40.07602958578807,0.9434971323453668,22.0,POINT (-85.21452883 34.26263651)
37043,Clay,NC,9.4,Medium,5.311872566299449,1.443618493212746,38.833172689128666,0.5235870144488651,21.1,POINT (-83.75029961 35.05698099)
49011,Davis,UT,9.7,Medium,7.446793336346665,9.002853327836199,53.209433654188366,0.7794369535866229,8.0,POINT (-112.11083 40.9902155)
21095,Harlan,KY,11.7,High,5.765807697077002,2.193576632069283,40.38933365116361,1.6016945170546981,32.1,POINT (-83.21787827 36.85671097)
21233,Webster,KY,10.7,High,7.739577079952016,2.4361009298540814,42.70633311812046,0.901627054553498,28.3,POINT (-87.68320807 37.5186097)
51155,Pulaski,VA,9.7,Medium,6.350439318939277,3.812086652693012,42.3637271813651,0.9830843652774695,20.8,POINT (-80.71446947 37.06303814)
30069,Petroleum,MT,9.5,Medium,4.204476913432235,1.82855716165749,42.636684516807456,0.39078856529612604,17.4,POINT (-108.2501111 47.11706322)
12003,Baker,FL,9.3,Low,6.38018974196536,2.6082141936055887,35.660001155613365,0.580600181656873,24.1,POINT (-82.28474734 30.3312026)
47083,Houston,TN,10.5,High,6.973316662549975,1.5508068758833822,41.19705412221155,1.0929966570205722,26.9,POINT (-87.7176983 36.2862967)
12113,Santa Rosa,FL,8.3,Low,6.402729517470505,2.3572413052435435,38.58992958010999,0.5720636956891051,19.4,POINT (-87.02094806 30.70044866)
42031,Clarion,PA,10.8,High,6.596147422164711,2.766593663214812,41.25805515390682,1.0956392791638432,23.3,POINT (-79.42069379 41.19283352)
48255,Karnes,TX,7.8,Low,8.444887715507962,3.0818192992784215,36.02637586558583,0.8564076193807774,17.5,POINT (-97.85927357 28.9053678)
28035,Forrest,MS,10.5,High,7.494436193880045,3.3259703464300494,37.40258758082738,0.6631434425969486,19.6,POINT (-89.25794407 31.18899065)
47047,Fayette,TN,10.2,Medium,6.983963702645049,2.663676646693188,42.38997997027529,0.798955085452405,21.4,POINT (-89.41414291 35.19694664)
41057,Tillamook,OR,10.2,Medium,5.171269359244444,1.3527163902102621,31.46756294279332,0.6205387268177148,17.4,POINT (-123.7128693 45.46324545)
17057,Fulton,IL,9.3,Low,7.9781582594468246,2.995787197675852,43.406543516092086,0.900714961628796,20.4,POINT (-90.207453 40.47265322)
27041,Douglas,MN,8.8,Low,5.910582192538434,2.8370748838862845,37.69639003472577,0.9816750619788434,18.4,POINT (-95.45335258 45.9335231)
06051,Mono,CA,8.7,Low,4.775100527655397,2.763625210275704,53.02767604323185,0.35716853199418197,12.9,POINT (-118.8875478 37.93923386)
17103,Lee,IL,9.0,Low,7.577488861980158,4.329066147970597,42.01385873059328,0.6504097828526679,19.2,POINT (-89.30007923 41.74642172)
08017,Cheyenne,CO,9.4,Medium,5.693025975201535,3.0762741335481927,48.65277162847362,1.057485594461218,17.2,POINT (-102.6036384 38.82780819)
51125,Nelson,VA,9.7,Medium,5.3051366714324,2.2642490577168206,39.147727342570455,0.7792264066975291,19.5,POINT (-78.8870564 37.78728015)
31057,Dundy,NE,9.1,Low,5.640548019388888,2.902090891033261,46.33382669779265,0.9931262653986446,18.6,POINT (-101.687783 40.17622999)
13199,Meriwether,GA,10.6,High,7.681262673389156,2.067409915954077,39.81750363799228,0.6300179895340964,25.0,POINT (-84.68860778 33.04036604)
22047,Iberville,LA,10.1,Medium,8.178171494663887,4.739724485991037,36.944918849339636,0.9637456118152562,24.1,POINT (-91.34878533 30.25820888)
19091,Humboldt,IA,8.5,Low,6.828843461622161,2.7681465066742756,39.38636581464661,0.9851415607421826,18.9,POINT (-94.20722537 42.7764426)
36061,New York,NY,9.4,Medium,7.803176095700934,17.693198167357266,39.97489596215213,0.42658152166856694,11.4,POINT (-73.96871681 40.77595433)
36073,Orleans,NY,10.6,High,6.250303719584857,2.1210096519977424,40.67476219343249,0.5879385458371261,21.4,POINT (-78.23126127 43.25220767)
39159,Union,OH,10.0,Medium,7.872175410857917,4.180429766383703,43.558837929132686,0.731742356329816,19.1,POINT (-83.3712993 40.29927028)
04019,Pima,AZ,9.5,Medium,6.1287901292084035,6.153572367710514,49.40403806254658,0.7917563152173273,14.3,POINT (-111.7899304 32.09739367)
06105,Trinity,CA,10.1,Medium,5.302143975525001,1.2226412434076002,39.8651899146347,0.23115186809619181,17.4,POINT (-123.1157771 40.64977624)
36001,Albany,NY,9.8,Medium,5.729918493097269,5.7909632314784885,36.73906021771532,0.5565443819109445,15.2,POINT (-73.97332113 42.600427)
51610,Falls Church,VA,7.7,Low,7.19705217568674,6.809251797164173,42.66765138872396,0.5853788880146812,8.8,POINT (-77.17497822 38.88437223)
37177,Tyrrell,NC,10.1,Medium,4.611336707398826,1.5094905337045095,39.12689857217409,0.2628713517481718,24.9,POINT (-76.20679328 35.81792874)
05021,Clay,AR,10.3,High,7.279984844479782,2.6754134182842235,43.17244300717605,1.031291166338975,25.0,POINT (-90.41752753 36.368387)
13259,Stewart,GA,9.1,Low,7.409192038726071,1.6122043512472457,37.12074551268781,0.653552388544094,24.4,POINT (-84.8356578 32.07745568)
22077,Pointe Coupee,LA,10.3,High,8.126922870754544,2.9181536176421226,36.638464631661996,0.8435254268646775,24.6,POINT (-91.60043547 30.70950564)
20099,Labette,KS,10.1,Medium,8.661673423796175,3.0881605850587612,42.10952912660849,0.963517519774978,21.5,POINT (-95.29763182 37.191276)
42095,Northampton,PA,9.7,Medium,7.611387964463972,6.271537814842283,40.63896196604518,0.5148540198249245,18.0,POINT (-75.30739222 40.75413608)
27139,Scott,MN,8.3,Low,6.862104665236316,4.1769426510453505,37.66163428757172,0.7968956830947077,13.7,POINT (-93.53599395 44.64866826)
21055,Crittenden,KY,10.4,High,7.972523121694601,1.8853671129311496,42.73175114043098,0.7843164488711474,26.4,POINT (-88.09734121 37.35221603)
12059,Holmes,FL,10.1,Medium,6.856545344889213,1.8327073868378658,36.076472415630974,0.6285323996080857,26.8,POINT (-85.81399621 30.86788611)
16047,Gooding,ID,9.6,Medium,6.605468874245372,3.4312638192558507,46.72730534826744,0.9720995950705112,17.4,POINT (-114.8115228 42.97113174)
42021,Cambria,PA,10.7,High,6.97716794242337,3.7085617276540326,40.844102988187984,1.015532742712135,21.9,POINT (-78.71394848 40.49490752)
31047,Dawson,NE,7.9,Low,6.109510580707199,4.890835456145036,43.141117425487245,1.000190567681282,16.0,POINT (-99.81941452 40.86971964)
48035,Bosque,TX,8.7,Low,6.7806407661968775,2.027484760512477,43.36770367977487,0.5825731687466291,19.2,POINT (-97.63447638 31.90063017)
38089,Stark,ND,8.5,Low,5.865159151574084,4.163082391394363,40.59400474095455,1.0869361158122899,18.9,POINT (-102.6551637 46.81078613)
37141,Pender,NC,9.4,Medium,6.065029706014407,1.8187941773767369,39.074592460665485,0.7023034567199685,19.0,POINT (-77.90587459 34.52483165)
48065,Carson,TX,8.3,Low,6.5420056937900455,3.7452077826893446,49.266372516016986,1.4856550569845546,17.0,POINT (-101.3542669 35.40365929)
19035,Cherokee,IA,8.3,Low,6.8227707957247645,2.586765380467962,40.25129015354849,0.8371769794716126,17.9,POINT (-95.62389402 42.73538914)
55091,Pepin,WI,9.7,Medium,6.033199608781511,1.9617889550195675,36.77942955442266,0.8747277430274648,18.7,POINT (-92.00177011 44.58302859)
29199,Scotland,MO,10.9,High,7.648900126943168,2.371783620281372,41.31800572349377,0.6133648659906401,26.1,POINT (-92.14711052 40.4519995)
